country,country_code,year,tourism_receipts,tourism_arrivals,tourism_exports,tourism_departures,tourism_expenditures,gdp,inflation,unemployment
United Kingdom,GBR,2012,,32221000,,66858000,,2.70709E+12,2.573234797,8.279
Georgia,GEO,2012,1565000000,4106000,25.99202909,2734000,5.153707767,16894392033,-0.943658853,19.653
Ghana,GHA,2012,1154000000,903000,6.864135237,,4.436545442,41271701061,11.18634094,
Gibraltar,GIB,2012,,,,,,,,
Guinea,GIN,2012,1679999.948,96000,0.080511823,,1.329829666,7638044557,15.2262941,
"Gambia, The",GMB,2012,104000000,157000,37.85320782,,3.254361874,1415004738,4.254321998,10.346
Guinea-Bissau,GNB,2012,6800000.191,35400.00153,4.443166511,,9.635436918,1049412177,2.130545803,
Equatorial Guinea,GNQ,2012,,,,,,22388344144,3.656620483,
Greece,GRC,2012,14665000000,,23.19891543,4681000,4.341841684,2.38841E+11,1.501526962,24.731
Grenada,GRD,2012,122000000,370000,29.54616176,,,799881481.5,2.41077704,
Greenland,GRL,2012,,,,,,2609678486,,9.8
Guatemala,GTM,2012,1110000000,1491000,9.758324157,721000,5.179005418,49593929487,3.781807547,2.765
Guam,GUM,2012,,1308000,,,,5265000000,,12.2
Guyana,GUY,2012,,177000,,,,4063088536,2.391935213,
High income,HIC,2012,8.7156E+11,1215900943,5.504611223,838746662.1,5.439535467,5.18035E+13,2.662841655,7.834178704
"Hong Kong SAR, China",HKG,2012,37098000000,48615000,6.543989334,85276000,3.560202847,2.62629E+11,4.053909509,3.285
Honduras,HND,2012,683700012.2,1903000,10.25512603,1072000,5.345742954,18528554398,5.196186155,3.755
Heavily indebted poor countries (HIPC),HPC,2012,14148822902,20446470.38,8.80080533,,4.562788146,5.8635E+11,6.314744503,
Croatia,HRV,2012,8912000000,47185000,38.09503259,5159000,4.13759127,57551963753,3.412073491,15.935
Haiti,HTI,2012,447000000,959000,33.66370139,,11.27438974,13708925477,5.018041554,14.1
Hungary,HUN,2012,6149000000,43565000,5.559401022,16143000,2.387193749,1.28814E+11,5.652145171,11.003
IBRD only,IBD,2012,,653441090,6.530617491,463213880.3,4.888289722,2.53064E+13,4.279499996,4.927007192
IDA & IBRD total,IBT,2012,,733806691.5,6.611192722,604687544.2,4.950439114,2.72015E+13,5.006863194,4.829477223
IDA total,IDA,2012,28635139135,58250533.32,7.634546141,,5.571240228,1.89507E+12,5.596070143,
IDA blend,IDB,2012,7010987772,,3.699863975,,7.606694407,9.46686E+11,4.357420476,
Indonesia,IDN,2012,9463000000,8044000,4.484693572,7454000,4.25334974,9.1787E+11,4.279499996,4.468
IDA only,IDX,2012,22364664025,35988687.32,11.20642191,,4.378668983,9.48382E+11,5.981721323,
Isle of Man,IMN,2012,,,,,,6690228372,,
India,IND,2012,18340000000,6578000,4.132071451,14920000,2.432624812,1.82764E+12,9.478996914,3.222
Not classified,INX,2012,,,,,,,,
Ireland,IRL,2012,9255000000,7550000,3.93672241,6600000,3.010110706,2.27271E+11,1.694741167,15.451
"Iran, Islamic Rep.",IRN,2012,2483000000,3834000,,,,6.44019E+11,27.25681272,12.275
Iraq,IRQ,2012,1640000000,1111000,1.690024732,,3.724427072,2.18002E+11,6.089096416,7.965
Iceland,ISL,2012,,765000,,358000,,14751508134,5.185899888,6
Israel,ISR,2012,6183000000,3520000,6.682243799,4349000,5.397098413,2.62918E+11,1.679207194,6.762
Italy,ITA,2012,,76293000,,53338000,,2.09793E+12,3.041363332,10.655
Jamaica,JAM,2012,,3306000,,,5.351025618,14807086556,6.873977087,8.695
Jordan,JOR,2012,5123000000,6314000,35.80683586,1567000,5.471046921,31634561690,4.515229567,12.2
Japan,JPN,2012,16197000000,8358000,1.772849108,18491000,4.036902891,6.27236E+12,-0.04406451,4.358
Kazakhstan,KAZ,2012,2154000000,6163000,2.333512554,9066000,5.916176978,2.07999E+11,5.19568369,5.29
Kenya,KEN,2012,2004000000,1711000,17.88420077,,,56396704672,9.377770035,
Kyrgyz Republic,KGZ,2012,486000000,3393000,13.87735922,3621000,8.240212003,6605142884,2.768442365,4.67
Cambodia,KHM,2012,2663000000,3584000,30.00263807,792000,3.758072765,17826536700,2.934316093,1.279
Kiribati,KIR,2012,,,,,,207001557.8,-3.045862928,
St. Kitts and Nevis,KNA,2012,95000000,666000,19.83022168,,,824585185.2,0.816089282,
"Korea, Rep.",KOR,2012,18731000000,11140000,2.650116561,13737000,3.457731144,1.27805E+12,2.187071044,2.812
Kuwait,KWT,2012,780000000,5729000,0.607101822,,22.21724675,1.74048E+11,3.255146003,
Latin America & Caribbean (excluding high income),LAC,2012,54141976261,126982000,4.612384839,121265205,5.375454497,5.29787E+12,4.111509811,6.361414192
Lao PDR,LAO,2012,461000000,3330000,16.24895413,2052000,16.22154246,10192846339,4.255126778,
Lebanon,LBN,2012,7361000000,1366000,36.55883736,,14.07861705,44016799516,6.581474477,
Liberia,LBR,2012,,,,,,2791614000,6.831787034,
Libya,LBY,2012,,,,,8.144626971,92540938129,6.059803922,19.03
St. Lucia,LCA,2012,337000000,889000,42.65444307,,,1598207407,4.177635871,19.06
Latin America & Caribbean,LCN,2012,74098949813,159170173.4,5.085949129,129608833,5.119601638,6.21085E+12,3.781807547,6.397979223
Least developed countries: UN classification,LDC,2012,16578249163,26001684.94,7.338717686,,3.46126034,8.25499E+11,6.377978656,
Low income,LIC,2012,8932397340,11790113.07,11.93652268,,3.316767419,3.84272E+11,6.831787034,
Liechtenstein,LIE,2012,,62400.00153,,,,5456102482,,
Sri Lanka,LKA,2012,1756000000,1133000,12.93702749,1269000,5.610113883,70447216891,7.542913732,3.88
Lower middle income,LMC,2012,92259215009,136178040.8,7.25955019,,4.179887412,4.46033E+12,5.83116601,3.828118496
Low & middle income,LMY,2012,,607553618.6,,527665336.7,4.501842942,2.35202E+13,5.018041554,4.719356823
Lesotho,LSO,2012,,423000,,,9.313529873,2477702216,6.051436621,
Late-demographic dividend,LTE,2012,,413361747.6,,287320326,,1.76868E+13,3.316055667,4.743858177
Lithuania,LTU,2012,,4979000,,4108000,,42709372067,3.089982771,13.365
Luxembourg,LUX,2012,5395000000,950000,5.281243189,1580000,3.882537012,59776383527,2.662841655,5.03
Latvia,LVA,2012,,5569000,,1830000,,27116149949,2.257789244,15.047
"Macao SAR, China",MAC,2012,36593000000,28082000,93.33906404,1291000,8.118381831,43189721377,6.107389283,1.97
St. Martin (French part),MAF,2012,,,,,,,,
Morocco,MAR,2012,8491000000,9830000,26.25652921,2323000,4.456175946,1.06937E+11,1.287122401,8.99
Monaco,MCO,2012,,292000,,,,5742749294,,
Moldova,MDA,2012,279000000,89000,10.30398605,146800.0031,6.98702284,8709138635,4.546334274,2.151
Madagascar,MDG,2012,596000000,,20.90777207,,5.98911061,11578975062,5.713844342,0.599
Maldives,MDV,2012,2032000000,958000,81.73944836,,9.643852042,2886163997,10.88469566,
Middle East & North Africa,MEA,2012,78853040450,124595751.5,5.483856371,,7.6262815,3.66212E+12,3.731209508,10.9077802
Mexico,MEX,2012,13320000000,76749000,3.362299692,87332000,2.613584845,1.25511E+12,4.111509811,4.892
Marshall Islands,MHL,2012,4090000.153,4599.999905,3.504619252,,13.69738004,180700000,,
Middle income,MIC,2012,,589199451.6,,489487269.6,4.528308257,2.31371E+13,4.541769678,4.768945379
North Macedonia,MKD,2012,237000000,351000,5.470621204,,2.345716885,9745261301,3.316055667,31.096
Mali,MLI,2012,144000000,134000,4.303770115,,4.148229925,12442035339,5.323128471,
Malta,MLT,2012,,2007000,,368000,,9609532089,2.375820578,6.203
Myanmar,MMR,2012,550000000,1059000,5.819110928,,2.91594485,59937796648,1.467583227,
Middle East & North Africa (excluding high income),MNA,2012,42877446813,53404835.82,11.8699344,,4.787227984,1.78288E+12,6.089096416,11.88814338
Montenegro,MNE,2012,860000000,1264000,50.5704048,,2.475655191,4087526242,4.14524725,19.808
Mongolia,MNG,2012,215000000,624000,4.82930863,,6.264221737,12292770632,14.33033483,3.905
Northern Mariana Islands,MNP,2012,,401000,,,,746000000,,
Mozambique,MOZ,2012,224000000,2206000,4.819641644,,1.99179886,16688114144,2.60245457,
Mauritania,MRT,2012,50000000,,1.794608188,,2.436380088,6728208836,4.902427272,9.865
Mauritius,MUS,2012,1778000000,984000,29.35418381,237000,5.219817879,11668696397,3.852160333,7.472
Malawi,MWI,2012,35000000,770000,2.532749252,,3.758004286,8773203178,21.271265,
Malaysia,MYS,2012,21711000000,25033000,8.706123506,,6.109033234,3.14443E+11,1.663571025,3.1
North America,NAC,2012,2.4893E+11,197557890.6,8.696033522,181537219.4,4.990488903,1.80887E+13,1.792507748,7.995551614
Namibia,NAM,2012,416000000,1245000,8.537694811,,0.75213202,13042053592,6.721997773,16.771
New Caledonia,NCL,2012,288000000,112000,14.78527938,121000,7.453061529,9659151917,1.749672346,
Niger,NER,2012,51000000,94000,3.360323414,,4.830467146,9426912648,0.45508982,2.177
Nigeria,NGA,2012,638000000,4673000,0.647559376,,11.42514686,4.63971E+11,12.2242413,
Nicaragua,NIC,2012,,1233000,,979000,3.380747973,10531980451,7.193550533,5.208
Netherlands,NLD,2012,17675000000,11680000,2.625881517,18628000,3.403199484,8.45689E+11,2.455547653,5.821
Norway,NOR,2012,6784000000,4538000,3.287633799,9250000,12.92716018,5.12777E+11,0.696864111,3.129
Nepal,NPL,2012,379000000,803000,19.65172189,862000,8.210020036,21703100877,9.459809804,
Nauru,NRU,2012,1000000,,1.446812229,,3.601784748,100794924.7,-0.124750499,
New Zealand,NZL,2012,7142000000,2574000,14.06202791,2172000,7.429576372,1.76211E+11,1.059913184,6.931
OECD members,OED,2012,7.54918E+11,1089410317,5.612618731,767313596.5,5.080135816,4.87694E+13,2.529455209,8.099290673
Oman,OMN,2012,1723000000,1714000,3.142707126,3972000,4.77707988,87408842653,2.947734953,
Other small states,OSS,2012,,36199883.01,,,,1.57527E+11,4.039323561,
Pakistan,PAK,2012,1014000000,966000,3.231975521,,3.785121263,2.50107E+11,9.682351861,3.667
Panama,PAN,2012,4585000000,2086000,14.74660603,447000,1.83697257,41595439700,5.698199592,3.714
Peru,PER,2012,3074000000,3642000,5.913460069,2296000,3.919808492,1.9265E+11,3.611212949,3.238
Philippines,PHL,2012,4963000000,4273000,7.427028991,,8.973128442,2.61921E+11,3.026963911,3.504
Palau,PLW,2012,109000000,120000,82.80660183,,10.54014863,215762400,3.614180479,
Papua New Guinea,PNG,2012,,175000,,,2.388822511,21295168666,4.537205082,
Poland,POL,2012,11704000000,67390000,5.335594488,48290000,3.990774329,4.98149E+11,3.560371517,10.031
Pre-demographic dividend,PRE,2012,13233225046,21339533.62,3.172141622,,5.440058383,1.32187E+12,6.441212809,
Puerto Rico,PRI,2012,3193000000,4197000,,876000,,1.01565E+11,,14.5
"Korea, Dem. People's Rep.",PRK,2012,,,,,,,,
Portugal,PRT,2012,14578000000,7503000,17.67133435,1361000,5.428177036,2.16537E+11,2.773338541,15.531
Paraguay,PRY,2012,291000000,3655000,2.292310376,400000,2.937532125,33271921136,3.67591898,4.086
West Bank and Gaza,PSE,2012,469000000,490000,25.06556715,,10.26952763,12208400000,2.779087683,19.202
Pacific island small states,PSS,2012,1671951539,1519503.137,40.20161561,,7.19626597,8219768450,2.049018835,
Post-demographic dividend,PST,2012,8.05874E+11,1040611729,5.903513044,745568404.8,5.216842592,4.58682E+13,2.485675622,8.053836173
French Polynesia,PYF,2012,720000000,210000,63.46298378,83000,13.60999665,5692858099,,
Qatar,QAT,2012,7220000000,2324000,5.053329462,,19.56722528,1.86834E+11,2.315348534,0.48
Romania,ROU,2012,1904000000,7937000,2.976865644,11149000,2.900961797,1.79117E+11,3.334922677,6.794
Russian Federation,RUS,2012,17876000000,28177000,3.030991635,47813000,10.81543612,2.20829E+12,5.074743008,5.484
Rwanda,RWA,2012,337000000,1061000,30.07905745,,5.601896072,7654761574,10.27101823,
South Asia,SAS,2012,23886000000,11239336.22,4.559649061,22344747.15,2.684611173,2.32797E+12,9.469403359,3.262258359
Saudi Arabia,SAU,2012,8400000000,19847000,2.103052292,20084259.77,8.357567776,7.4185E+11,2.866268875,5.622
Sudan,SDN,2012,772000000,575000,15.06253019,,6.831865072,37632919967,35.55905741,
Senegal,SEN,2012,469000000,967000,11.8221967,,3.567428859,17660870412,1.418228712,
Singapore,SGP,2012,18795000000,14496000,3.237695465,8048000,4.545833763,2.95093E+11,4.575602704,3.72
Solomon Islands,SLB,2012,65400001.53,23899.99962,10.56876997,,10.68365833,1185215418,5.912006025,
Sierra Leone,SLE,2012,47000000,75000,3.816961332,104000,1.282030434,5927684219,6.587762394,
El Salvador,SLV,2012,900000000,1738000,14.72934428,1462000,2.734428497,21386150000,1.729734816,3.843
San Marino,SMR,2012,,1869000,,,,1604701299,2.827332242,5.19
Somalia,SOM,2012,,,,,,4364670160,,
Serbia,SRB,2012,1080000000,810000,7.334826212,,5.441886013,45103269969,7.330385896,24
Sub-Saharan Africa (excluding high income),SSA,2012,29953028926,42980384.6,6.261979437,,5.746554533,1.69185E+12,6.575899708,
South Sudan,SSD,2012,,,,,,11931472169,45.52589784,
Sub-Saharan Africa,SSF,2012,30407598947,43202323.02,6.340361871,,5.741373339,1.69294E+12,6.581831051,
Small states,SST,2012,31534003912,54646954.02,,,,1.98456E+11,3.400127839,
Sao Tome and Principe,STP,2012,15000000,,45.54162065,,2.225898296,229371348.2,10.63793534,13.59
Suriname,SUR,2012,79000000,240000,2.750860246,,2.239606575,4980000000,5.006863194,8.1
Slovak Republic,SVK,2012,2365000000,,2.780637097,2689000,2.840572653,94724394278,3.606102635,13.966
Slovenia,SVN,2012,2793000000,2377000,8.233646898,4465000,4.644944003,46167053954,2.59741386,8.841
Sweden,SWE,2012,,12372000,,,,5.49742E+11,0.888377507,7.976
Eswatini,SWZ,2012,29100000.38,1278000,1.628582697,1403000,2.665664144,4886551484,8.939646828,
Sint Maarten (Dutch part),SXM,2012,854000000,2210000,72.98308937,,11.63798708,985865921.8,4.015184211,
Seychelles,SYC,2012,429000000,216000,34.79916596,45000,4.098697693,1089407839,7.110370623,
Syrian Arab Republic,SYR,2012,,,,,,43190318033,36.70229534,
Turks and Caicos Islands,TCA,2012,,968000,,,,727161000,,
Chad,TCD,2012,,86000,,79000,,12367362757,7.516623647,
East Asia & Pacific (IDA & IBRD countries),TEA,2012,,209238311.6,,112438994.7,,1.07505E+13,3.026963911,3.804189688
Europe & Central Asia (IDA & IBRD countries),TEC,2012,97291038400,258377684,6.576127156,187912955,6.190402234,4.6517E+12,3.373498084,7.520812618
Togo,TGO,2012,206000000,235000,11.76509383,,2.005921626,5413544658,2.577181741,
Thailand,THA,2012,34565000000,22354000,12.60683894,5721000,2.961984191,3.97558E+11,3.014899503,0.58
Tajikistan,TJK,2012,286600006.1,244000,21.84804368,15000,0.732021743,7633036903,5.83116601,
Turkmenistan,TKM,2012,,,,,,35164210526,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2012,59874589652,134737000,4.709856028,128321824.5,5.078222929,6.00769E+12,4.144572841,6.412484659
Timor-Leste,TLS,2012,21000000,58000,20.44994969,,5.539217272,1160555000,11.80030967,
Middle East & North Africa (IDA & IBRD countries),TMN,2012,42401636570,52940791.71,11.79268098,,4.693868655,1.77067E+12,6.335285446,11.81170363
Tonga,TON,2012,40000000,57200.00076,49.78036438,,9.990108774,471122970.9,1.147538537,
South Asia (IDA & IBRD),TSA,2012,,10889902.34,4.559649061,22014160.89,2.684611173,2.32797E+12,9.469403359,3.262258359
Sub-Saharan Africa (IDA & IBRD countries),TSS,2012,30407598947,43202323.02,6.340361871,,5.741373339,1.69294E+12,6.581831051,
Trinidad and Tobago,TTO,2012,852000000,504000,4.728247921,,1.884666499,27334568806,9.260281371,3.718
Tunisia,TUN,2012,2931000000,6999000,13.23369162,2897000,2.559144118,47311401813,4.611844322,17.63
Turkiye,TUR,2012,31566000000,37715000,14.91509086,5803000,1.846578895,8.80556E+11,8.891569965,9.21
Tuvalu,TUV,2012,2700000,1100.000024,10.75241109,,23.12512777,39345579.47,,
Tanzania,TZA,2012,1754000000,1077000,20.21755308,,7.911330973,39650394363,16.00109385,1.437
Uganda,UGA,2012,1157000000,1197000,23.44080721,469000,8.287823704,27305915911,12.67903772,3.551
Ukraine,UKR,2012,5988000000,25061000,6.921263119,21755000,5.488687514,1.82592E+11,0.568727972,7.529
Upper middle income,UMC,2012,,444224631.8,,324451951.4,,1.86767E+13,3.781807547,5.303337562
Uruguay,URY,2012,2666000000,3155000,14.52229493,1816000,6.258174251,54232266359,8.097765806,6.451
United States,USA,2012,1.95113E+11,171629890.6,8.681516365,116329000,4.98193527,1.6254E+13,2.069337265,8.069
Uzbekistan,UZB,2012,,1895000,,,,67517349212,13.20880267,4.87
St. Vincent and the Grenadines,VCT,2012,,200000,,,,730032592.6,2.598444141,
"Venezuela, RB",VEN,2012,904000000,1061000,0.903701778,1734000,5.380514383,3.81286E+11,21.06899563,6.601
British Virgin Islands,VGB,2012,398000000,351000,,139000,,,,
Virgin Islands (U.S.),VIR,2012,1210000000,2640000,,,,4089000000,,
Viet Nam,VNM,2012,6850000000,6848000,5.510240198,,1.588116508,1.95591E+11,9.094703396,1.027
Vanuatu,VUT,2012,268000000,321000,75.17965164,23000,10.77257343,747839697.7,1.347403629,
World,WLD,2012,1.37544E+12,1881196825,5.847704436,1564352745,5.209135263,7.57059E+13,3.725326661,5.441849957
Samoa,WSM,2012,148199996.9,135000,66.70595318,56000,5.607419619,773141661.2,2.049018835,8.752
Kosovo,XKX,2012,,,,,,6163484245,2.476737822,30.879
"Yemen, Rep.",YEM,2012,1005000000,1282000,10.70803459,,1.08062044,35401331610,9.885387145,
South Africa,ZAF,2012,11202000000,13069000,9.498458217,,5.782640162,4.34401E+11,5.724657917,24.727
Zambia,ZMB,2012,,859000,,,3.272322807,25503060420,6.575899708,7.85
Zimbabwe,ZWE,2012,174000000,1794000,4.042160614,720000,4.614749823,17114849900,3.725326661,
Aruba,ABW,2013,1506000000,1667000,69.76637632,,15.12395301,2727849721,-2.372065243,
Africa Eastern and Southern,AFE,2013,26053231119,34426632.68,8.8720378,,4.026078142,9.62395E+11,5.750981334,
Afghanistan,AFG,2013,179000000,,12.94098947,,1.372502396,20146416758,7.385771784,
Africa Western and Central,AFW,2013,5072423448,10085818.94,2.563382425,,7.881311527,8.36937E+11,2.439200761,
Angola,AGO,2013,1241000000,650000,1.78401432,,0.639765831,1.32339E+11,8.777814293,
Albania,ALB,2013,1670000000,3256000,45.13229832,3928000,26.07767387,12776224497,1.937620802,15.866
Andorra,AND,2013,,7676000,,,,3193512950,,
Arab World,ARB,2013,69505430690,122579989.8,5.246849362,,7.963379874,2.85838E+12,3.25423911,
United Arab Emirates,ARE,2013,12389000000,,,,,4.00219E+11,1.101118364,
Argentina,ARG,2013,5199000000,6510000,5.801929549,9844000,9.325395403,5.52025E+11,,7.1
Armenia,ARM,2013,905000000,1084000,28.68228313,1083000,18.38586181,11121464437,5.789667785,16.576
American Samoa,ASM,2013,,20799.99924,,,,638000000,,
Antigua and Barbuda,ATG,2013,,777000,,,,1325425926,1.059497824,
Australia,AUS,2013,32889000000,6482000,10.51199375,9052000,10.92976358,1.57712E+12,2.449888641,5.663
Austria,AUT,2013,,24813000,,10671000,,4.26581E+11,2.000156169,5.367
Azerbaijan,AZE,2013,2618000000,2509000,7.290028319,4285000,15.55442682,74160560124,2.415717453,4.97
Burundi,BDI,2013,,234000,,,,2451606632,7.937958075,
Belgium,BEL,2013,14534000000,7684000,3.407676784,10803000,5.742332643,5.24097E+11,1.11309594,8.425
Benin,BEN,2013,193000000,252000,7.729362941,,1.17712056,12517845128,0.428888889,
Burkina Faso,BFA,2013,200000000,218000,6.329419061,,4.520803784,13444300486,0.533738507,
Bangladesh,BGD,2013,131000000,104000,0.414095692,1460000,3.146621146,1.49999E+11,7.530406409,4.426
Bulgaria,BGR,2013,4410000000,9192000,12.25675483,3930000,3.690286517,55852123990,0.890093541,12.941
Bahrain,BHR,2013,1875000000,9163000,5.498062031,,3.533184387,33823324468,3.300011569,
"Bahamas, The",BHS,2013,2305000000,6151000,63.565971,,7.550771639,10395800000,0.722414785,16.18
Bosnia and Herzegovina,BIH,2013,752000000,529000,12.26060203,,2.008523233,18179108531,-0.093045684,27.49
Belarus,BLR,2013,1156000000,6242000,2.620631808,8841000,2.872095854,75527558966,18.31226104,0.5
Belize,BLZ,2013,,1022000,,,3.875617967,2032750000,0.509747769,8.349
Bermuda,BMU,2013,447000000,576000,32.13419545,,16.88543381,6465756000,,6.66
Bolivia,BOL,2013,639000000,798000,5.010721141,837000,5.967081531,30659338886,5.736400237,2.437
Brazil,BRA,2013,6784000000,5813000,2.430306969,8866000,8.775487372,2.47282E+12,6.204310666,7.071
Barbados,BRB,2013,988000000,1079000,42.16370353,,4.23894443,5361158350,1.81410436,11.55
Brunei Darussalam,BRN,2013,96000000,,0.778711026,,8.029910396,18094148099,0.389205053,
Bhutan,BTN,2013,116000000,116000,17.37061572,,6.086281668,1943696952,8.776383453,2.87
Botswana,BWA,2013,484200012.2,,5.52742257,,2.852645851,14271738933,5.884607071,
Central African Republic,CAF,2013,15600000.38,83500,,,,1691544110,6.98879342,
Canada,CAN,2013,,25167000,,65780000,,1.8466E+12,0.938291898,7.143
Central Europe and the Baltics,CEB,2013,52427847627,239484451.8,6.363074812,108876000,3.366983503,1.4203E+12,1.438297872,10.03426479
